person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability,loan_status,pd,risk_bucket,approved,risk_order
32,65000,RENT,2.0,VENTURE,C,4200,14.79,0.06,N,10,0.06461538461538462,0.0625,0,0.18775953544865256,A - Lowest Risk,True,1
34,63000,RENT,3.0,EDUCATION,B,5600,11.58,0.09,N,5,0.08888888888888889,0.088235294117647,0,0.25037507250381913,B - Low Risk,True,2
23,87200,MORTGAGE,0.0,VENTURE,A,10000,6.92,0.11,N,3,0.11467889908256881,0.0,0,0.1324866222776191,A - Lowest Risk,True,1
23,75000,OWN,5.0,PERSONAL,B,21000,12.42,0.28,N,2,0.28,0.217391304347826,0,0.21087574546312202,B - Low Risk,True,2
33,66000,RENT,5.0,HOMEIMPROVEMENT,C,4800,13.57,0.07,N,7,0.07272727272727272,0.1515151515151515,0,0.35788184887882285,C - Medium Risk,True,3
39,201000,RENT,6.0,VENTURE,B,13500,11.49,0.07,N,14,0.06716417910447761,0.1538461538461538,0,0.1708562263195545,A - Lowest Risk,True,1
24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0.07,N,4,0.07272727272727272,0.0,0,0.24505955671534024,B - Low Risk,True,2
23,62400,MORTGAGE,4.0,VENTURE,A,7200,8.9,0.12,N,4,0.11538461538461539,0.1739130434782608,0,0.11686567928406842,A - Lowest Risk,True,1
26,45000,RENT,3.0,MEDICAL,A,6000,7.49,0.13,N,3,0.13333333333333333,0.1153846153846153,0,0.46218143537829365,C - Medium Risk,True,3
23,61615,MORTGAGE,4.0,PERSONAL,B,13000,10.62,0.21,N,4,0.210987584192161,0.1739130434782608,0,0.30903732389362243,B - Low Risk,True,2
26,183700,RENT,2.0,PERSONAL,D,8000,15.62,0.04,Y,4,0.043549265106151334,0.0769230769230769,1,0.46247077717455976,D - High Risk,False,4
48,40000,RENT,2.0,DEBTCONSOLIDATION,C,8050,12.98,0.2,N,13,0.20125,0.0416666666666666,0,0.6493421657914474,D - High Risk,False,4
33,48000,RENT,4.0,MEDICAL,B,1000,9.99,0.02,N,10,0.020833333333333332,0.1212121212121212,0,0.2437594772574905,B - Low Risk,True,2
27,75600,MORTGAGE,4.0,PERSONAL,C,25000,13.61,0.33,N,6,0.3306878306878307,0.1481481481481481,0,0.559005838690244,D - High Risk,False,4
25,110000,MORTGAGE,1.0,PERSONAL,B,25000,11.49,0.23,N,4,0.22727272727272727,0.04,0,0.3661281498157908,C - Medium Risk,True,3
33,45000,RENT,2.0,EDUCATION,A,9600,8.49,0.21,N,5,0.21333333333333335,0.0606060606060606,0,0.5040457184524707,D - High Risk,False,4
24,47292,RENT,4.0,MEDICAL,D,10000,16.32,0.21,Y,3,0.2114522540810285,0.1666666666666666,1,0.8338404776246205,E - Highest Risk,False,5
24,9600,OWN,2.0,VENTURE,A,3200,7.88,0.33,N,2,0.3333333333333333,0.0833333333333333,1,0.24297101098846766,B - Low Risk,True,2
28,75000,RENT,6.0,VENTURE,A,10000,7.9,0.13,N,5,0.13333333333333333,0.2142857142857142,0,0.26006117063694956,B - Low Risk,True,2
22,18700,RENT,3.0,EDUCATION,A,3600,8.9,0.19,N,4,0.1925133689839572,0.1363636363636363,1,0.4486549082561942,C - Medium Risk,True,3
30,75000,RENT,8.0,PERSONAL,D,5600,15.99,0.07,N,7,0.07466666666666667,0.2666666666666666,0,0.22649609986326275,B - Low Risk,True,2
34,44400,RENT,0.0,EDUCATION,D,4500,16.02,0.1,N,9,0.10135135135135136,0.0,1,0.29791390443962923,B - Low Risk,True,2
23,65000,MORTGAGE,5.0,EDUCATION,B,4000,11.49,0.06,N,4,0.06153846153846154,0.217391304347826,0,0.09045168566623663,A - Lowest Risk,True,1
26,50200,RENT,1.0,EDUCATION,A,9000,7.66,0.18,N,3,0.17928286852589642,0.0384615384615384,0,0.43838670929661,C - Medium Risk,True,3
31,40000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4625,12.42,0.12,N,5,0.115625,0.1290322580645161,0,0.24461336927479335,B - Low Risk,True,2
31,50000,MORTGAGE,0.0,MEDICAL,B,18225,10.99,0.36,N,10,0.3645,0.0,0,0.7491351934206725,E - Highest Risk,False,5
31,80000,MORTGAGE,7.0,PERSONAL,B,25000,9.99,0.31,N,10,0.3125,0.2258064516129032,0,0.49538650952906305,D - High Risk,False,4
22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,0.08,Y,2,0.07858265466495214,0.0,1,0.6826018322621227,E - Highest Risk,False,5
29,42000,RENT,6.0,PERSONAL,C,18000,14.65,0.43,N,7,0.42857142857142855,0.2068965517241379,1,0.8703502626862395,E - Highest Risk,False,5
29,45324,MORTGAGE,4.0,PERSONAL,D,15150,14.54,0.33,N,10,0.3342599947047922,0.1379310344827586,0,0.5706671941490253,D - High Risk,False,4
27,27000,RENT,3.0,MEDICAL,B,6900,9.99,0.26,N,7,0.25555555555555554,0.1111111111111111,0,0.715095997709513,E - Highest Risk,False,5
29,38400,MORTGAGE,0.0,MEDICAL,C,14000,14.27,0.36,Y,8,0.3645833333333333,0.0,0,0.9015898255293174,E - Highest Risk,False,5
24,50000,OWN,5.0,VENTURE,B,5000,12.69,0.1,N,3,0.1,0.2083333333333333,0,0.03689856652107836,A - Lowest Risk,True,1
25,80000,RENT,2.0,EDUCATION,B,9600,12.21,0.12,N,4,0.12,0.08,0,0.3113586780285607,C - Medium Risk,True,3
22,33000,RENT,3.0,MEDICAL,A,4800,7.49,0.15,N,4,0.14545454545454545,0.1363636363636363,0,0.48931105737048497,D - High Risk,False,4
40,233000,MORTGAGE,6.0,VENTURE,B,15000,11.83,0.06,N,12,0.06437768240343347,0.15,0,0.07541129424709744,A - Lowest Risk,True,1
23,60000,OWN,0.0,PERSONAL,B,8000,12.53,0.13,N,3,0.13333333333333333,0.0,0,0.08395087897618317,A - Lowest Risk,True,1
25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0.07,N,2,0.07473684210526316,0.12,0,0.36350794958433347,C - Medium Risk,True,3
24,73000,MORTGAGE,4.0,EDUCATION,A,6500,5.42,0.09,N,2,0.08904109589041095,0.1666666666666666,0,0.1150056638049666,A - Lowest Risk,True,1
34,28800,RENT,0.0,EDUCATION,B,7200,11.99,0.25,N,10,0.25,0.0,1,0.6059404396972526,D - High Risk,False,4
48,42000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14400,12.87,0.34,Y,17,0.34285714285714286,0.0625,1,0.8860572291034062,E - Highest Risk,False,5
25,60000,MORTGAGE,3.0,VENTURE,A,7000,,0.12,N,3,0.11666666666666667,0.12,0,0.12162321809514245,A - Lowest Risk,True,1
23,85000,RENT,4.0,VENTURE,A,16000,6.03,0.19,N,3,0.18823529411764706,0.1739130434782608,0,0.3767947276183908,C - Medium Risk,True,3
30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,,0.05,N,9,0.04560185185185185,0.0,1,0.17336638853581188,A - Lowest Risk,True,1
22,40000,RENT,1.0,EDUCATION,B,7000,11.14,0.17,N,4,0.175,0.0454545454545454,0,0.43032195790605904,C - Medium Risk,True,3
33,53000,RENT,13.0,EDUCATION,C,10000,15.96,0.19,N,9,0.18867924528301888,0.3939393939393939,0,0.35381292775786544,C - Medium Risk,True,3
27,132000,RENT,6.0,VENTURE,C,20000,12.73,0.15,N,8,0.15151515151515152,0.2222222222222222,0,0.293961345465824,B - Low Risk,True,2
31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,,0.37,N,8,0.3684986312907981,0.1935483870967742,1,0.49403753463572847,D - High Risk,False,4
34,69600,RENT,10.0,VENTURE,A,22650,,0.33,N,6,0.3254310344827586,0.2941176470588235,1,0.6138340398084413,D - High Risk,False,4
26,137000,MORTGAGE,3.0,EDUCATION,B,3500,12.18,0.03,N,2,0.025547445255474453,0.1153846153846153,0,0.07239995958103693,A - Lowest Risk,True,1
23,28000,MORTGAGE,5.0,EDUCATION,A,4000,6.92,0.14,N,4,0.14285714285714285,0.217391304347826,0,0.16713697844839737,A - Lowest Risk,True,1
27,90000,MORTGAGE,0.0,MEDICAL,A,10000,7.14,0.11,N,10,0.1111111111111111,0.0,0,0.2509287772991187,B - Low Risk,True,2
23,90000,MORTGAGE,4.0,PERSONAL,C,20000,14.65,0.22,Y,3,0.2222222222222222,0.1739130434782608,0,0.6027206286263618,D - High Risk,False,4
30,30809,RENT,1.0,MEDICAL,B,11200,11.99,0.36,N,8,0.3635301372975429,0.0333333333333333,1,0.8736256640437611,E - Highest Risk,False,5
25,60000,RENT,0.0,VENTURE,B,12000,11.86,0.2,N,4,0.2,0.0,0,0.4393242488159777,C - Medium Risk,True,3
28,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5200,11.49,0.06,N,7,0.0641025641025641,0.1785714285714285,0,0.17458235498524585,A - Lowest Risk,True,1
40,300000,MORTGAGE,3.0,VENTURE,C,16000,14.17,0.05,Y,14,0.05333333333333334,0.075,0,0.20592116545602965,B - Low Risk,True,2
26,31836,RENT,1.0,VENTURE,C,6400,14.35,0.2,N,4,0.201030280185953,0.0384615384615384,0,0.4320734116221144,C - Medium Risk,True,3
28,110000,RENT,2.0,HOMEIMPROVEMENT,C,10000,13.22,0.09,N,5,0.09090909090909091,0.0714285714285714,0,0.4204963395197297,C - Medium Risk,True,3
48,30000,MORTGAGE,21.0,VENTURE,B,2100,12.42,0.07,N,16,0.07,0.4375,0,0.04666166119107918,A - Lowest Risk,True,1
26,59497,OWN,2.0,MEDICAL,E,7000,17.88,0.1,N,2,0.11765299090710456,0.0769230769230769,1,0.09873692110068719,A - Lowest Risk,True,1
31,200000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.36,0.07,N,8,0.075,0.1612903225806451,0,0.36336322723345504,C - Medium Risk,True,3
23,163000,OWN,5.0,EDUCATION,B,10000,11.36,0.06,N,2,0.06134969325153374,0.217391304347826,0,0.03285529823271935,A - Lowest Risk,True,1
23,54000,MORTGAGE,5.0,VENTURE,B,8500,12.42,0.16,N,2,0.1574074074074074,0.217391304347826,0,0.1536401810836458,A - Lowest Risk,True,1
30,18000,MORTGAGE,6.0,MEDICAL,B,2200,,0.12,N,6,0.12222222222222222,0.2,1,0.22362578551937273,B - Low Risk,True,2
31,80400,RENT,0.0,DEBTCONSOLIDATION,A,12000,7.29,0.15,N,10,0.14925373134328357,0.0,0,0.5576305775207973,D - High Risk,False,4
33,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13000,7.51,0.14,N,6,0.13978494623655913,0.0,0,0.3183718349143093,C - Medium Risk,True,3
30,51000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6600,6.92,0.13,N,9,0.12941176470588237,0.2,0,0.26508180847315005,B - Low Risk,True,2
42,125000,MORTGAGE,5.0,MEDICAL,A,35000,7.9,0.28,N,12,0.28,0.119047619047619,0,0.5450849244655639,D - High Risk,False,4
22,42000,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0.02,N,3,0.023809523809523808,0.1363636363636363,0,0.26978610221027505,B - Low Risk,True,2
23,200000,MORTGAGE,0.0,EDUCATION,A,5000,7.43,0.03,N,2,0.025,0.0,0,0.08017577493032119,A - Lowest Risk,True,1
26,115000,MORTGAGE,3.0,EDUCATION,C,20000,13.16,0.17,Y,2,0.17391304347826086,0.1153846153846153,0,0.4648417106934629,D - High Risk,False,4
25,44000,MORTGAGE,5.0,VENTURE,A,4000,5.79,0.09,N,4,0.09090909090909091,0.2,0,0.0934557453234972,A - Lowest Risk,True,1
27,48000,RENT,2.0,VENTURE,C,16000,14.22,0.33,N,5,0.3333333333333333,0.074074074074074,1,0.6973321107395083,E - Highest Risk,False,5
26,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,5.42,0.08,N,4,0.07692307692307693,0.1923076923076923,0,0.18179585665436862,A - Lowest Risk,True,1
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.11,0.4,N,15,0.4,0.0454545454545454,1,0.912167222374969,E - Highest Risk,False,5
24,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3400,7.4,0.09,N,3,0.085,0.0833333333333333,0,0.21023903480552272,B - Low Risk,True,2
45,45000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,14000,6.62,0.31,N,12,0.3111111111111111,0.3111111111111111,0,0.5632510875532373,D - High Risk,False,4
30,100000,MORTGAGE,2.0,EDUCATION,D,10000,16.77,0.1,Y,10,0.1,0.0666666666666666,0,0.33017169856318274,C - Medium Risk,True,3
27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0.24,N,8,0.24193548387096775,0.2222222222222222,0,0.47468401261988646,D - High Risk,False,4
23,70000,RENT,1.0,MEDICAL,B,17000,8.88,0.24,N,4,0.24285714285714285,0.0434782608695652,0,0.705774812598816,E - Highest Risk,False,5
28,70000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.36,0.09,N,9,0.08571428571428572,0.0714285714285714,0,0.40180487581864055,C - Medium Risk,True,3
26,32000,RENT,2.0,MEDICAL,C,6500,14.22,0.2,Y,2,0.203125,0.0769230769230769,0,0.8339412762272457,E - Highest Risk,False,5
37,45000,RENT,1.0,PERSONAL,B,9000,11.71,0.2,N,12,0.2,0.027027027027027,1,0.5357747002572638,D - High Risk,False,4
26,108000,MORTGAGE,4.0,PERSONAL,A,9000,5.79,0.08,N,2,0.08333333333333333,0.1538461538461538,0,0.12841481421186868,A - Lowest Risk,True,1
33,26688,MORTGAGE,6.0,EDUCATION,B,5000,10.59,0.19,N,10,0.18735011990407674,0.1818181818181818,0,0.2252379634478494,B - Low Risk,True,2
44,61000,RENT,2.0,DEBTCONSOLIDATION,D,11000,16.02,0.18,Y,12,0.18032786885245902,0.0454545454545454,1,0.8263471086773759,E - Highest Risk,False,5
36,59004,MORTGAGE,11.0,VENTURE,A,10000,7.51,0.17,N,15,0.16948003525184732,0.3055555555555556,0,0.14449396354021854,A - Lowest Risk,True,1
24,74000,RENT,1.0,PERSONAL,C,4900,12.87,0.07,N,3,0.06621621621621622,0.0416666666666666,0,0.25940587162140044,B - Low Risk,True,2
27,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,11.36,0.06,N,9,0.06470588235294118,0.2222222222222222,0,0.1710266740267835,A - Lowest Risk,True,1
32,36000,MORTGAGE,7.0,PERSONAL,A,2600,7.49,0.07,N,10,0.07222222222222222,0.21875,0,0.10978608492342831,A - Lowest Risk,True,1
28,34000,RENT,2.0,EDUCATION,C,7000,13.49,0.21,Y,5,0.20588235294117646,0.0714285714285714,1,0.7465785967367893,E - Highest Risk,False,5
22,16800,RENT,1.0,EDUCATION,B,3050,9.91,0.18,N,3,0.18154761904761904,0.0454545454545454,1,0.44320639902124653,C - Medium Risk,True,3
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0.03,N,4,0.03333333333333333,0.0,0,0.15595578926565667,A - Lowest Risk,True,1
35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0.3,N,8,0.3036148021145878,0.4,0,0.7144484508383993,E - Highest Risk,False,5
30,42000,RENT,2.0,MEDICAL,A,10000,,0.24,N,7,0.23809523809523808,0.0666666666666666,0,0.6916628960716347,E - Highest Risk,False,5
27,27000,MORTGAGE,5.0,MEDICAL,B,3000,11.14,0.11,N,9,0.1111111111111111,0.1851851851851851,0,0.2158951742704259,B - Low Risk,True,2
33,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,12.21,0.2,N,10,0.2,0.0909090909090909,0,0.42776508020368137,C - Medium Risk,True,3
28,59004,MORTGAGE,1.0,PERSONAL,A,8000,7.37,0.14,N,6,0.13558402820147786,0.0357142857142857,1,0.20880083027898208,B - Low Risk,True,2
39,64000,RENT,9.0,DEBTCONSOLIDATION,C,4800,12.73,0.07,N,16,0.075,0.2307692307692307,0,0.3251722151728436,C - Medium Risk,True,3
27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0.29,N,8,0.2857142857142857,0.1111111111111111,0,0.7658089544961358,E - Highest Risk,False,5
36,62200,RENT,3.0,HOMEIMPROVEMENT,B,11200,10.59,0.18,N,16,0.18006430868167203,0.0833333333333333,0,0.6121300650631378,D - High Risk,False,4
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0.26,N,5,0.2631578947368421,0.0,0,0.5757936016014119,D - High Risk,False,4
24,114800,RENT,6.0,PERSONAL,A,10000,8.94,0.09,N,4,0.08710801393728224,0.25,0,0.257984835582377,B - Low Risk,True,2
28,130000,MORTGAGE,1.0,EDUCATION,D,5600,15.65,0.04,N,9,0.043076923076923075,0.0357142857142857,0,0.09168604662309313,A - Lowest Risk,True,1
23,58000,OTHER,0.0,VENTURE,B,16000,12.21,0.28,N,4,0.27586206896551724,0.0,0,0.5257639367396604,D - High Risk,False,4
35,85000,RENT,0.0,HOMEIMPROVEMENT,A,5000,9.07,0.06,N,6,0.058823529411764705,0.0,0,0.3735944892062214,C - Medium Risk,True,3
35,39000,RENT,5.0,PERSONAL,B,10625,,0.27,N,9,0.2724358974358974,0.1428571428571428,0,0.646280472032677,D - High Risk,False,4
28,30000,RENT,3.0,MEDICAL,B,5000,9.88,0.17,N,8,0.16666666666666666,0.1071428571428571,0,0.5391647051205865,D - High Risk,False,4
34,50000,RENT,5.0,VENTURE,C,1500,13.92,0.03,N,5,0.03,0.1470588235294117,0,0.1301755549873217,A - Lowest Risk,True,1
38,90000,MORTGAGE,9.0,PERSONAL,C,14000,12.73,0.16,Y,12,0.15555555555555556,0.2368421052631578,0,0.422300807670539,C - Medium Risk,True,3
32,75000,MORTGAGE,3.0,VENTURE,B,10000,10.38,0.13,N,10,0.13333333333333333,0.09375,0,0.14134113146592045,A - Lowest Risk,True,1
25,75000,RENT,4.0,DEBTCONSOLIDATION,B,13000,11.48,0.17,N,4,0.17333333333333334,0.16,0,0.5648801737251457,D - High Risk,False,4
23,52692,RENT,4.0,MEDICAL,C,3500,12.23,0.07,Y,4,0.06642374554011994,0.1739130434782608,0,0.5902792835520076,D - High Risk,False,4
31,54000,RENT,2.0,DEBTCONSOLIDATION,A,1400,,0.03,N,8,0.025925925925925925,0.064516129032258,0,0.2853057982727141,B - Low Risk,True,2
28,86652,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.58,0.23,N,5,0.23080829063379957,0.1785714285714285,1,0.6839412533003685,E - Highest Risk,False,5
21,30000,RENT,3.0,EDUCATION,C,5600,13.61,0.19,Y,2,0.18666666666666668,0.1428571428571428,0,0.7034342481439313,E - Highest Risk,False,5
24,70000,RENT,3.0,PERSONAL,B,25000,11.86,0.36,N,2,0.35714285714285715,0.125,1,0.799275834125451,E - Highest Risk,False,5
28,71000,MORTGAGE,1.0,PERSONAL,B,20000,,0.28,N,8,0.28169014084507044,0.0357142857142857,0,0.4843955840545384,D - High Risk,False,4
23,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1400,6.03,0.05,N,4,0.04666666666666667,0.0869565217391304,0,0.16106969585162018,A - Lowest Risk,True,1
23,60000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.14,0.17,N,2,0.16666666666666666,0.217391304347826,0,0.5391063254499395,D - High Risk,False,4
25,25000,RENT,1.0,HOMEIMPROVEMENT,B,8000,12.42,0.32,N,3,0.32,0.04,1,0.8438606107392315,E - Highest Risk,False,5
31,47000,RENT,5.0,EDUCATION,B,10000,11.99,0.21,N,8,0.2127659574468085,0.1612903225806451,0,0.4771604220469973,D - High Risk,False,4
37,30000,OWN,13.0,EDUCATION,D,4800,16.29,0.16,N,11,0.16,0.3513513513513513,0,0.05731032368618884,A - Lowest Risk,True,1
29,50000,RENT,9.0,VENTURE,B,8000,11.71,0.16,N,9,0.16,0.3103448275862069,0,0.28618701293060594,B - Low Risk,True,2
23,81500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.0,0.18,N,4,0.18404907975460122,0.1739130434782608,0,0.36796599670932856,C - Medium Risk,True,3
23,62050,RENT,1.0,MEDICAL,E,17800,16.35,0.24,Y,3,0.2868654311039484,0.0434782608695652,1,0.9152386142604605,E - Highest Risk,False,5
24,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,5.42,0.14,N,3,0.14,0.0833333333333333,0,0.3100970144079361,B - Low Risk,True,2
43,50000,RENT,5.0,HOMEIMPROVEMENT,B,9500,9.88,0.19,N,15,0.19,0.1162790697674418,0,0.6132825275244641,D - High Risk,False,4
24,24000,OWN,3.0,EDUCATION,C,3000,13.98,0.13,N,2,0.125,0.125,0,0.05975276577799327,A - Lowest Risk,True,1
26,64404,RENT,3.0,EDUCATION,B,12000,11.89,0.19,N,2,0.1863238308179616,0.1153846153846153,0,0.4334355953481536,C - Medium Risk,True,3
24,75000,RENT,4.0,VENTURE,B,6400,10.36,0.09,N,4,0.08533333333333333,0.1666666666666666,0,0.19981621251950857,B - Low Risk,True,2
22,50000,MORTGAGE,3.0,PERSONAL,B,6000,11.11,0.12,N,3,0.12,0.1363636363636363,0,0.1742295875961681,A - Lowest Risk,True,1
34,70000,OWN,0.0,HOMEIMPROVEMENT,B,10000,10.99,0.14,N,9,0.14285714285714285,0.0,0,0.14963223319457342,A - Lowest Risk,True,1
35,53000,RENT,2.0,HOMEIMPROVEMENT,B,4200,11.71,0.08,N,6,0.07924528301886792,0.0571428571428571,0,0.3971663145495163,C - Medium Risk,True,3
24,40000,MORTGAGE,2.0,VENTURE,B,10000,11.83,0.25,N,3,0.25,0.0833333333333333,0,0.31268248913779395,C - Medium Risk,True,3
25,80000,MORTGAGE,0.0,MEDICAL,A,10000,5.79,0.13,N,4,0.125,0.0,0,0.26920491590806955,B - Low Risk,True,2
25,48500,OTHER,1.0,EDUCATION,E,19500,15.57,0.4,N,4,0.4020618556701031,0.04,1,0.7976901806442435,E - Highest Risk,False,5
27,18000,RENT,0.0,PERSONAL,B,8000,10.25,0.44,N,10,0.4444444444444444,0.0,1,0.9075327521191319,E - Highest Risk,False,5
34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,0.13,N,7,0.12727272727272726,0.1176470588235294,0,0.15580667355728844,A - Lowest Risk,True,1
30,43580,MORTGAGE,5.0,PERSONAL,B,6000,12.21,0.14,N,7,0.13767783386874713,0.1666666666666666,1,0.18793450958897714,B - Low Risk,True,2
58,900000,RENT,18.0,DEBTCONSOLIDATION,C,19600,13.98,0.02,N,28,0.021777777777777778,0.3103448275862069,0,0.18463260924231906,A - Lowest Risk,True,1
48,140000,MORTGAGE,4.0,EDUCATION,B,18000,9.99,0.13,N,11,0.12857142857142856,0.0833333333333333,0,0.15950063212989507,A - Lowest Risk,True,1
23,130000,MORTGAGE,4.0,EDUCATION,A,6800,8.49,0.05,N,3,0.052307692307692305,0.1739130434782608,0,0.0867806900794014,A - Lowest Risk,True,1
31,33276,RENT,2.0,MEDICAL,F,8400,18.43,0.25,Y,5,0.25243418680129825,0.064516129032258,1,0.886148861018283,E - Highest Risk,False,5
29,52000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,7800,10.36,0.15,N,9,0.15,0.2068965517241379,0,0.30112022170558467,B - Low Risk,True,2
27,43000,RENT,8.0,VENTURE,B,4900,9.91,0.11,N,5,0.11395348837209303,0.2962962962962963,0,0.21589634178401523,B - Low Risk,True,2
26,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6500,8.9,0.09,N,4,0.08666666666666667,0.2692307692307692,0,0.18289158864321456,A - Lowest Risk,True,1
40,40000,OWN,12.0,MEDICAL,B,13750,8.88,0.34,N,14,0.34375,0.3,0,0.3558666727505394,C - Medium Risk,True,3
25,200000,OWN,0.0,HOMEIMPROVEMENT,D,24000,14.96,0.12,Y,3,0.12,0.0,0,0.3034034600768508,B - Low Risk,True,2
25,55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,0.12,N,3,0.11636363636363636,0.04,0,0.15638235758126187,A - Lowest Risk,True,1
27,120000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,0.06,N,10,0.058333333333333334,0.074074074074074,0,0.10013396493161668,A - Lowest Risk,True,1
22,36000,RENT,1.0,PERSONAL,B,12200,11.49,0.34,N,3,0.3388888888888889,0.0454545454545454,1,0.7866921819412611,E - Highest Risk,False,5
26,83300,MORTGAGE,0.0,MEDICAL,D,28000,15.62,0.29,Y,2,0.33613445378151263,0.0,1,0.8748446782773507,E - Highest Risk,False,5
23,30000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.49,0.33,N,2,0.3333333333333333,0.1304347826086956,1,0.8419035348598756,E - Highest Risk,False,5
36,84000,RENT,6.0,EDUCATION,C,25000,12.87,0.3,Y,11,0.2976190476190476,0.1666666666666666,0,0.8511728406472003,E - Highest Risk,False,5
28,55000,RENT,3.0,VENTURE,C,5000,12.53,0.09,Y,5,0.09090909090909091,0.1071428571428571,0,0.4580554794851211,C - Medium Risk,True,3
25,33996,RENT,4.0,HOMEIMPROVEMENT,C,10000,12.53,0.29,N,2,0.29415225320625954,0.16,1,0.7932727014831337,E - Highest Risk,False,5
33,37500,MORTGAGE,3.0,EDUCATION,D,6500,15.33,0.17,Y,7,0.17333333333333334,0.0909090909090909,0,0.46876205193360254,D - High Risk,False,4
22,54000,RENT,4.0,EDUCATION,E,5000,16.35,0.09,N,4,0.09259259259259259,0.1818181818181818,1,0.24839805497680392,B - Low Risk,True,2
25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0.1,N,2,0.1044776119402985,0.12,0,0.40014882964417986,C - Medium Risk,True,3
28,48000,MORTGAGE,4.0,VENTURE,B,3000,11.99,0.06,N,6,0.0625,0.1428571428571428,0,0.07793527019023781,A - Lowest Risk,True,1
25,29000,RENT,2.0,MEDICAL,C,2500,12.84,0.09,Y,4,0.08620689655172414,0.08,1,0.6485551474368193,D - High Risk,False,4
27,78500,RENT,6.0,VENTURE,A,8000,8.59,0.1,N,5,0.10191082802547771,0.2222222222222222,0,0.2113276044004353,B - Low Risk,True,2
26,52700,MORTGAGE,3.0,MEDICAL,D,7500,13.8,0.12,N,2,0.14231499051233396,0.1153846153846153,1,0.27435634747731275,B - Low Risk,True,2
33,116004,MORTGAGE,12.0,MEDICAL,C,8200,13.85,0.07,N,9,0.07068721768214889,0.3636363636363636,0,0.12926620287613486,A - Lowest Risk,True,1
24,25800,RENT,0.0,MEDICAL,A,6000,7.14,0.23,N,4,0.23255813953488372,0.0,0,0.6951736865763443,E - Highest Risk,False,5
31,78000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,20000,14.26,0.26,Y,10,0.2564102564102564,0.032258064516129,1,0.8024087009333659,E - Highest Risk,False,5
23,55000,MORTGAGE,4.0,VENTURE,A,8000,7.49,0.15,N,2,0.14545454545454545,0.1739130434782608,0,0.1454004582484734,A - Lowest Risk,True,1
22,59000,OTHER,3.0,MEDICAL,D,12000,,0.2,Y,3,0.2033898305084746,0.1363636363636363,1,0.7814195727784417,E - Highest Risk,False,5
26,80000,RENT,3.0,VENTURE,A,9000,8.9,0.11,N,2,0.1125,0.1153846153846153,0,0.24549012337430673,B - Low Risk,True,2
23,35000,OTHER,0.0,PERSONAL,B,12800,11.83,0.37,N,2,0.3657142857142857,0.0,1,0.7795460790571068,E - Highest Risk,False,5
44,48000,RENT,4.0,MEDICAL,B,7500,11.49,0.16,N,15,0.15625,0.0909090909090909,0,0.5144255219936991,D - High Risk,False,4
35,130000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5000,10.65,0.04,N,7,0.038461538461538464,0.4285714285714285,0,0.09906074937138186,A - Lowest Risk,True,1
