person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability
29,65000,RENT,2.0,VENTURE,B,6000,11.14,0.09,N,10,0.09230769230769231,0.06896551724137931
25,94500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,13500,10.0,0.14,N,2,0.14285714285714285,0.2
25,67000,RENT,3.0,EDUCATION,A,7000,8.94,0.1,N,4,0.1044776119402985,0.12
31,86000,RENT,1.0,DEBTCONSOLIDATION,D,25000,16.0,0.29,Y,5,0.29069767441860467,0.03225806451612903
34,195000,MORTGAGE,14.0,VENTURE,C,6000,14.27,0.03,N,8,0.03076923076923077,0.4117647058823529
24,65000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0.15,N,3,0.15384615384615385,0.041666666666666664
26,50400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,24000,9.91,0.48,N,3,0.47619047619047616,0.11538461538461539
27,44000,RENT,2.0,MEDICAL,B,15000,,0.34,N,6,0.3409090909090909,0.07407407407407407
30,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500,9.76,0.1,N,9,0.10416666666666667,0.16666666666666666
23,15600,RENT,3.0,EDUCATION,B,2500,10.65,0.16,N,2,0.16025641025641027,0.13043478260869565
24,39000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,4150,17.58,0.11,Y,2,0.1064102564102564,0.125
34,154000,MORTGAGE,4.0,PERSONAL,B,4000,10.37,0.03,N,8,0.025974025974025976,0.11764705882352941
38,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,11000,10.74,0.08,N,11,0.08461538461538462,0.21052631578947367
24,47000,OWN,1.0,PERSONAL,B,6000,11.11,0.13,N,4,0.1276595744680851,0.041666666666666664
43,32000,RENT,0.0,VENTURE,A,6400,7.49,0.2,N,16,0.2,0.0
27,79000,MORTGAGE,6.0,VENTURE,A,13000,,0.16,N,8,0.16455696202531644,0.2222222222222222
37,114000,RENT,10.0,VENTURE,F,25000,,0.22,N,13,0.21929824561403508,0.2702702702702703
27,18576,RENT,4.0,MEDICAL,B,1400,9.99,0.08,N,6,0.07536606373815675,0.14814814814814814
33,30000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,4000,,0.13,Y,7,0.13333333333333333,0.030303030303030304
24,33600,RENT,0.0,PERSONAL,C,7000,13.61,0.21,Y,4,0.20833333333333334,0.0
22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0.07,N,2,0.06944444444444445,0.13636363636363635
37,39870,RENT,8.0,MEDICAL,B,10000,10.65,0.25,N,14,0.2508151492350138,0.21621621621621623
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0.07,N,3,0.075,0.15384615384615385
39,53800,RENT,1.0,HOMEIMPROVEMENT,B,7000,9.62,0.13,N,15,0.13011152416356878,0.02564102564102564
23,22800,RENT,0.0,PERSONAL,C,1600,13.06,0.07,N,2,0.07017543859649122,0.0
33,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,7.88,0.1,N,10,0.1,0.06060606060606061
32,36000,RENT,2.0,VENTURE,A,3050,6.99,0.08,N,5,0.08472222222222223,0.0625
23,80607,RENT,2.0,MEDICAL,B,6000,12.21,0.07,N,2,0.07443522274740408,0.08695652173913043
23,50000,RENT,3.0,MEDICAL,B,5600,11.49,0.11,N,4,0.112,0.13043478260869565
36,64583,RENT,2.0,HOMEIMPROVEMENT,A,10000,,0.15,N,14,0.15483950884907793,0.05555555555555555
31,60000,RENT,5.0,HOMEIMPROVEMENT,A,12000,7.49,0.2,N,10,0.2,0.16129032258064516
36,126252,RENT,18.0,MEDICAL,A,8000,7.14,0.06,N,11,0.06336533282641067,0.5
52,64500,RENT,0.0,EDUCATION,B,5000,11.26,0.08,N,20,0.07751937984496124,0.0
21,45000,RENT,0.0,EDUCATION,C,12000,11.97,0.27,N,3,0.26666666666666666,0.0
24,105000,MORTGAGE,4.0,VENTURE,C,4000,11.34,0.04,N,4,0.0380952380952381,0.16666666666666666
22,50000,RENT,4.0,MEDICAL,B,6000,10.65,0.12,N,2,0.12,0.18181818181818182
36,13440,RENT,2.0,EDUCATION,D,2400,17.49,0.18,Y,11,0.17857142857142858,0.05555555555555555
34,42000,RENT,5.0,VENTURE,C,6000,14.22,0.14,N,10,0.14285714285714285,0.14705882352941177
25,115000,OWN,5.0,VENTURE,F,8000,19.13,0.07,Y,2,0.06956521739130435,0.2
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0.21,Y,3,0.21220159151193635,0.17391304347826086
27,75670,MORTGAGE,0.0,MEDICAL,A,10000,8.94,0.13,N,10,0.13215276860050218,0.0
29,99000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.25,0.06,N,5,0.06060606060606061,0.034482758620689655
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0.24,N,2,0.23880597014925373,0.08333333333333333
33,33036,RENT,4.0,VENTURE,C,13800,13.47,0.42,Y,5,0.41772611696331274,0.12121212121212122
25,40000,RENT,1.0,PERSONAL,C,9000,12.53,0.23,N,2,0.225,0.04
23,36000,RENT,3.0,EDUCATION,B,1000,10.99,0.03,N,2,0.027777777777777776,0.13043478260869565
32,45000,MORTGAGE,6.0,EDUCATION,A,6400,7.49,0.14,N,8,0.14222222222222222,0.1875
25,108000,MORTGAGE,5.0,VENTURE,A,10000,7.88,0.09,N,3,0.09259259259259259,0.2
27,48000,RENT,7.0,EDUCATION,A,9800,8.59,0.2,N,5,0.20416666666666666,0.25925925925925924
25,89796,MORTGAGE,2.0,VENTURE,B,9000,11.11,0.1,N,4,0.10022718161165307,0.08
25,26780,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.25,0.22,N,4,0.22404779686333084,0.0
25,32000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,7.68,0.08,N,3,0.078125,0.04
24,53000,RENT,3.0,HOMEIMPROVEMENT,B,2000,10.36,0.04,N,2,0.03773584905660377,0.125
33,400000,MORTGAGE,9.0,MEDICAL,A,15000,6.03,0.04,N,6,0.0375,0.2727272727272727
30,143000,MORTGAGE,11.0,PERSONAL,A,18000,8.49,0.13,N,7,0.1258741258741259,0.36666666666666664
38,96000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,6000,6.03,0.06,N,16,0.0625,0.39473684210526316
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0.03,N,2,0.02976190476190476,0.08695652173913043
29,34000,MORTGAGE,0.0,MEDICAL,D,10200,17.27,0.3,Y,5,0.3,0.0
32,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5200,5.42,0.11,N,5,0.10833333333333334,0.25
31,50600,MORTGAGE,2.0,MEDICAL,A,8500,,0.17,N,7,0.16798418972332016,0.06451612903225806
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0.24,Y,2,0.2425,0.0
22,27376,RENT,0.0,EDUCATION,C,10000,10.28,0.37,N,3,0.3652834599649328,0.0
22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,0.15,Y,3,0.14705882352941177,0.18181818181818182
41,71500,RENT,4.0,EDUCATION,A,10000,7.14,0.14,N,14,0.13986013986013987,0.0975609756097561
54,107000,RENT,27.0,VENTURE,B,10000,9.91,0.09,N,20,0.09345794392523364,0.5
23,92000,RENT,0.0,PERSONAL,A,6500,8.0,0.07,N,2,0.07065217391304347,0.0
26,62065,RENT,7.0,PERSONAL,B,6000,11.12,0.1,N,3,0.09667284298719085,0.2692307692307692
33,44784,RENT,2.0,EDUCATION,D,10000,,0.22,N,6,0.22329403358342265,0.06060606060606061
22,34404,RENT,2.0,DEBTCONSOLIDATION,D,7500,15.05,0.22,Y,2,0.2179979072200907,0.09090909090909091
25,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2000,7.37,0.03,N,2,0.03076923076923077,0.0
24,30000,RENT,0.0,MEDICAL,D,10000,14.61,0.33,N,3,0.3333333333333333,0.0
24,114000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.76,0.13,N,3,0.13157894736842105,0.08333333333333333
24,46500,RENT,2.0,VENTURE,C,8000,15.23,0.17,N,2,0.17204301075268819,0.08333333333333333
23,60000,MORTGAGE,3.0,EDUCATION,A,20000,7.88,0.33,N,4,0.3333333333333333,0.13043478260869565
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,0.42,N,4,0.4166666666666667,0.04
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,0.39,Y,4,0.3855421686746988,0.13636363636363635
21,21600,RENT,0.0,MEDICAL,B,2000,11.71,0.09,N,4,0.09259259259259259,0.0
32,37400,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.38,0.11,N,7,0.10695187165775401,0.0
22,75000,RENT,0.0,PERSONAL,A,8000,5.99,0.11,N,2,0.10666666666666667,0.0
23,105000,OWN,0.0,VENTURE,C,5000,,0.05,Y,3,0.047619047619047616,0.0
29,17004,RENT,8.0,HOMEIMPROVEMENT,A,2200,9.32,0.13,N,5,0.1293813220418725,0.27586206896551724
49,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,11000,9.32,0.1,N,13,0.10476190476190476,0.02040816326530612
26,55000,RENT,1.0,DEBTCONSOLIDATION,C,3000,,0.05,N,2,0.05454545454545454,0.038461538461538464
25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,9.63,0.16,N,4,0.16049382716049382,0.2
28,36888,RENT,5.0,MEDICAL,C,12000,,0.33,Y,7,0.32530904359141183,0.17857142857142858
31,201000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,11.12,0.07,N,9,0.07462686567164178,0.0967741935483871
27,90000,MORTGAGE,5.0,VENTURE,C,12000,12.73,0.13,N,9,0.13333333333333333,0.18518518518518517
24,57000,MORTGAGE,3.0,VENTURE,A,5500,8.0,0.1,N,3,0.09649122807017543,0.125
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0.1,N,2,0.10277777777777777,0.17391304347826086
27,57996,RENT,8.0,DEBTCONSOLIDATION,C,13000,13.92,0.22,Y,7,0.22415338988895786,0.2962962962962963
29,92000,MORTGAGE,3.0,VENTURE,B,24000,11.49,0.26,N,7,0.2608695652173913,0.10344827586206896
34,74700,OWN,10.0,MEDICAL,B,14000,9.91,0.19,N,5,0.18741633199464525,0.29411764705882354
22,74800,RENT,3.0,MEDICAL,D,20000,14.96,0.23,Y,4,0.26737967914438504,0.13636363636363635
32,50000,RENT,3.0,PERSONAL,C,2500,13.49,0.05,N,7,0.05,0.09375
23,60000,RENT,4.0,VENTURE,B,15000,11.83,0.25,N,3,0.25,0.17391304347826086
21,52500,RENT,0.0,DEBTCONSOLIDATION,A,2225,7.66,0.04,N,3,0.04238095238095238,0.0
28,57000,OWN,7.0,PERSONAL,B,3500,11.83,0.06,N,6,0.06140350877192982,0.25
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,0.22,N,4,0.21739130434782608,0.0
22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0.07,Y,3,0.07333333333333333,0.0
34,84000,MORTGAGE,10.0,VENTURE,A,30000,7.9,0.36,N,8,0.35714285714285715,0.29411764705882354
36,30000,RENT,7.0,EDUCATION,B,4000,10.74,0.13,N,12,0.13333333333333333,0.19444444444444445
37,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,20000,16.35,0.26,N,14,0.2564102564102564,0.24324324324324326
23,75000,MORTGAGE,5.0,VENTURE,A,6400,5.42,0.09,N,3,0.08533333333333333,0.21739130434782608
26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0.12,N,4,0.12307692307692308,0.15384615384615385
22,22800,MORTGAGE,0.0,EDUCATION,A,3000,8.94,0.13,N,4,0.13157894736842105,0.0
22,39000,RENT,3.0,MEDICAL,B,6600,,0.17,N,2,0.16923076923076924,0.13636363636363635
23,75000,RENT,0.0,PERSONAL,B,10000,11.49,0.13,N,2,0.13333333333333333,0.0
22,18000,RENT,2.0,DEBTCONSOLIDATION,C,5400,15.23,0.3,N,4,0.3,0.09090909090909091
29,70000,RENT,2.0,PERSONAL,A,4350,,0.06,N,8,0.062142857142857146,0.06896551724137931
28,49000,RENT,6.0,DEBTCONSOLIDATION,D,4800,15.99,0.1,N,5,0.09795918367346938,0.21428571428571427
40,74004,MORTGAGE,12.0,VENTURE,A,7125,6.62,0.1,N,14,0.09627857953624129,0.3
29,66352,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,7.88,0.11,N,5,0.10549795032553654,0.1724137931034483
23,54996,RENT,2.0,MEDICAL,C,11000,,0.2,N,2,0.20001454651247363,0.08695652173913043
23,60000,MORTGAGE,3.0,PERSONAL,B,12000,10.65,0.2,N,2,0.2,0.13043478260869565
34,75000,MORTGAGE,14.0,MEDICAL,B,10000,11.11,0.13,N,10,0.13333333333333333,0.4117647058823529
26,117500,RENT,0.0,VENTURE,A,13800,7.49,0.12,N,3,0.1174468085106383,0.0
34,35100,MORTGAGE,16.0,PERSONAL,C,9000,13.47,0.26,N,10,0.2564102564102564,0.47058823529411764
27,26400,RENT,3.0,VENTURE,C,2500,13.23,0.09,Y,10,0.0946969696969697,0.1111111111111111
33,30000,RENT,2.0,DEBTCONSOLIDATION,A,17975,8.49,0.6,N,8,0.5991666666666666,0.06060606060606061
30,86706,MORTGAGE,6.0,MEDICAL,A,8500,6.62,0.1,N,10,0.09803243143496414,0.2
41,87000,MORTGAGE,4.0,PERSONAL,D,9000,16.0,0.1,N,12,0.10344827586206896,0.0975609756097561
30,39760,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14500,10.75,0.36,N,7,0.3646881287726358,0.0
23,50000,RENT,5.0,EDUCATION,E,9200,15.68,0.18,N,2,0.184,0.21739130434782608
30,67202,RENT,4.0,DEBTCONSOLIDATION,A,10000,,0.15,N,7,0.14880509508645576,0.13333333333333333
25,56000,RENT,2.0,PERSONAL,B,3000,12.69,0.05,N,3,0.05357142857142857,0.08
24,40800,RENT,0.0,VENTURE,A,2800,6.99,0.07,N,4,0.06862745098039216,0.0
22,127500,MORTGAGE,2.0,MEDICAL,A,15000,7.49,0.12,N,4,0.11764705882352941,0.09090909090909091
27,55000,RENT,4.0,VENTURE,B,15000,12.42,0.27,N,10,0.2727272727272727,0.14814814814814814
33,82000,MORTGAGE,2.0,PERSONAL,B,20000,10.99,0.24,N,10,0.24390243902439024,0.06060606060606061
21,12000,OWN,0.0,EDUCATION,C,4200,13.48,0.35,N,4,0.35,0.0
23,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,0.15,N,3,0.14634146341463414,0.21739130434782608
22,65000,RENT,0.0,MEDICAL,B,15000,11.36,0.23,N,3,0.23076923076923078,0.0
29,102000,OWN,10.0,MEDICAL,B,18000,9.33,0.18,N,7,0.17647058823529413,0.3448275862068966
34,28500,RENT,0.0,EDUCATION,B,9175,12.69,0.32,N,5,0.3219298245614035,0.0
29,110000,MORTGAGE,6.0,MEDICAL,B,5000,9.91,0.05,N,9,0.045454545454545456,0.20689655172413793
22,60000,RENT,0.0,MEDICAL,B,15000,11.71,0.25,N,4,0.25,0.0
37,50000,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.22,0.3,Y,11,0.3,0.02702702702702703
23,63996,RENT,2.0,HOMEIMPROVEMENT,D,4000,,0.06,Y,2,0.06250390649415588,0.08695652173913043
30,46000,MORTGAGE,1.0,EDUCATION,C,12000,,0.26,Y,9,0.2608695652173913,0.03333333333333333
23,29000,RENT,1.0,VENTURE,C,13475,14.26,0.46,Y,4,0.4646551724137931,0.043478260869565216
36,175000,MORTGAGE,2.0,MEDICAL,A,11800,7.51,0.07,N,11,0.06742857142857143,0.05555555555555555
33,30000,RENT,2.0,VENTURE,E,6000,19.42,0.2,N,10,0.2,0.06060606060606061
31,258000,MORTGAGE,3.0,PERSONAL,A,28000,5.99,0.11,N,5,0.10852713178294573,0.0967741935483871
23,36000,RENT,3.0,EDUCATION,B,7000,9.99,0.19,N,3,0.19444444444444445,0.13043478260869565
24,74800,RENT,4.0,MEDICAL,E,14000,16.45,0.16,N,2,0.18716577540106952,0.16666666666666666
31,50100,RENT,5.0,DEBTCONSOLIDATION,B,6000,10.0,0.12,N,5,0.11976047904191617,0.16129032258064516
32,30000,RENT,0.0,PERSONAL,B,3500,11.71,0.12,N,10,0.11666666666666667,0.0
26,69000,MORTGAGE,8.0,PERSONAL,A,15000,7.49,0.22,N,3,0.21739130434782608,0.3076923076923077
32,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,8.88,0.2,N,9,0.2,0.1875
22,72000,RENT,0.0,MEDICAL,A,8000,7.9,0.11,N,4,0.1111111111111111,0.0
24,143123,MORTGAGE,2.0,PERSONAL,D,4000,12.61,0.03,N,4,0.027947988792856496,0.08333333333333333
33,47580,RENT,12.0,PERSONAL,B,21000,,0.44,N,8,0.44136191677175285,0.36363636363636365
36,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,5.42,0.09,N,16,0.08571428571428572,0.16666666666666666
25,83000,RENT,2.0,DEBTCONSOLIDATION,B,16000,10.99,0.19,N,2,0.1927710843373494,0.08
23,48235,MORTGAGE,5.0,VENTURE,B,20000,12.18,0.41,N,2,0.4146366746138696,0.21739130434782608
30,54000,MORTGAGE,6.0,MEDICAL,A,5375,,0.1,N,5,0.09953703703703703,0.2
22,68004,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0.14,N,2,0.14116816657843656,0.18181818181818182
29,72000,RENT,4.0,DEBTCONSOLIDATION,C,7800,,0.11,Y,8,0.10833333333333334,0.13793103448275862
22,30000,RENT,1.0,EDUCATION,B,12000,10.99,0.4,N,3,0.4,0.045454545454545456
31,29400,RENT,2.0,MEDICAL,D,10000,13.87,0.34,N,6,0.3401360544217687,0.06451612903225806
22,29000,RENT,4.0,DEBTCONSOLIDATION,E,6400,15.95,0.22,Y,4,0.2206896551724138,0.18181818181818182
23,30000,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.71,0.2,N,4,0.2,0.13043478260869565
23,100000,MORTGAGE,0.0,EDUCATION,A,11000,8.49,0.11,N,3,0.11,0.0
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,0.27,N,2,0.2682926829268293,0.04
22,44400,RENT,4.0,DEBTCONSOLIDATION,A,7500,8.49,0.17,N,4,0.16891891891891891,0.18181818181818182
24,13200,RENT,1.0,EDUCATION,A,4000,5.79,0.3,N,3,0.30303030303030304,0.041666666666666664
36,77000,MORTGAGE,7.0,PERSONAL,A,6000,6.99,0.08,N,12,0.07792207792207792,0.19444444444444445
22,21000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3000,11.49,0.14,N,3,0.14285714285714285,0.18181818181818182
24,65000,MORTGAGE,5.0,PERSONAL,B,9600,11.99,0.15,N,3,0.1476923076923077,0.20833333333333334
26,45996,OWN,5.0,HOMEIMPROVEMENT,A,9225,,0.2,N,2,0.20056091834072529,0.19230769230769232
39,60000,RENT,1.0,PERSONAL,A,3600,5.99,0.06,N,11,0.06,0.02564102564102564
21,24300,OWN,3.0,MEDICAL,B,4500,11.83,0.19,N,4,0.18518518518518517,0.14285714285714285
26,157500,MORTGAGE,4.0,PERSONAL,B,25000,11.86,0.16,N,3,0.15873015873015872,0.15384615384615385
50,60000,RENT,13.0,VENTURE,C,10000,13.49,0.17,N,12,0.16666666666666666,0.26
38,34000,RENT,4.0,MEDICAL,B,5750,,0.17,N,16,0.16911764705882354,0.10526315789473684
27,79200,OWN,1.0,HOMEIMPROVEMENT,E,15000,17.14,0.19,N,8,0.1893939393939394,0.037037037037037035
23,68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0.01,N,4,0.014705882352941176,0.17391304347826086
24,23500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7000,10.38,0.3,N,3,0.2978723404255319,0.08333333333333333
31,94527,RENT,7.0,HOMEIMPROVEMENT,A,11000,7.49,0.12,N,9,0.11636886815407238,0.22580645161290322
23,26000,RENT,3.0,MEDICAL,A,4500,8.49,0.17,N,2,0.17307692307692307,0.13043478260869565
23,65000,RENT,0.0,EDUCATION,B,12500,11.48,0.19,N,4,0.19230769230769232,0.0
24,52800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.87,0.15,N,4,0.15151515151515152,0.041666666666666664
23,60000,MORTGAGE,3.0,MEDICAL,A,4000,7.66,0.07,N,2,0.06666666666666667,0.13043478260869565
28,90000,MORTGAGE,0.0,MEDICAL,A,15000,7.88,0.17,N,6,0.16666666666666666,0.0
34,69996,RENT,13.0,MEDICAL,B,32000,10.99,0.46,N,8,0.4571689810846334,0.38235294117647056
22,60000,RENT,0.0,EDUCATION,B,18000,9.33,0.3,N,3,0.3,0.0
21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0.17,N,4,0.17391304347826086,0.09523809523809523
28,51000,MORTGAGE,1.0,PERSONAL,A,4775,7.49,0.09,N,6,0.09362745098039216,0.03571428571428571
24,65004,RENT,0.0,HOMEIMPROVEMENT,B,3200,9.99,0.05,N,4,0.049227739831394994,0.0
22,85000,MORTGAGE,1.0,MEDICAL,C,25000,12.53,0.29,N,4,0.29411764705882354,0.045454545454545456
28,159000,MORTGAGE,3.0,PERSONAL,B,15000,11.86,0.09,N,8,0.09433962264150944,0.10714285714285714
30,42000,RENT,0.0,MEDICAL,A,8450,8.59,0.2,N,7,0.2011904761904762,0.0
28,52000,RENT,4.0,MEDICAL,C,5000,12.23,0.1,Y,9,0.09615384615384616,0.14285714285714285
23,50000,MORTGAGE,3.0,PERSONAL,B,10000,10.99,0.2,N,3,0.2,0.13043478260869565
32,80000,OWN,2.0,VENTURE,B,10000,11.14,0.13,N,9,0.125,0.0625
29,85200,MORTGAGE,5.0,MEDICAL,C,8900,,0.1,Y,6,0.10446009389671361,0.1724137931034483
27,52500,RENT,7.0,PERSONAL,A,11425,7.51,0.22,N,7,0.21761904761904763,0.25925925925925924
35,64500,MORTGAGE,7.0,MEDICAL,C,4500,12.53,0.07,N,9,0.06976744186046512,0.2
26,68399,MORTGAGE,7.0,PERSONAL,A,10500,6.91,0.15,N,3,0.15351101624292754,0.2692307692307692
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,0.23,Y,2,0.27233115468409586,0.20833333333333334
23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0.31,N,4,0.31446540880503143,0.21739130434782608
33,90000,MORTGAGE,5.0,EDUCATION,A,4200,8.94,0.05,N,6,0.04666666666666667,0.15151515151515152
23,60000,RENT,0.0,PERSONAL,B,15600,12.69,0.26,N,4,0.26,0.0
31,60682,RENT,3.0,VENTURE,A,8650,8.49,0.14,N,8,0.14254638937411424,0.0967741935483871
23,49000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0.12,N,4,0.12244897959183673,0.08695652173913043
31,80004,MORTGAGE,9.0,MEDICAL,C,3500,12.61,0.04,N,10,0.04374781260936953,0.2903225806451613
30,22000,OWN,4.0,VENTURE,C,2000,13.57,0.09,N,9,0.09090909090909091,0.13333333333333333
42,70000,MORTGAGE,19.0,VENTURE,A,10500,6.99,0.15,N,12,0.15,0.4523809523809524
39,54000,MORTGAGE,0.0,PERSONAL,B,6000,11.83,0.11,N,16,0.1111111111111111,0.0
22,38000,MORTGAGE,2.0,MEDICAL,B,8000,9.99,0.21,N,3,0.21052631578947367,0.09090909090909091
23,70000,RENT,0.0,VENTURE,A,12700,,0.18,N,2,0.18142857142857144,0.0
31,74797,MORTGAGE,1.0,MEDICAL,D,10000,15.58,0.11,Y,6,0.13369520167921173,0.03225806451612903
46,47000,MORTGAGE,5.0,PERSONAL,A,6000,7.14,0.13,N,15,0.1276595744680851,0.10869565217391304
33,79440,MORTGAGE,12.0,MEDICAL,C,5525,13.85,0.07,Y,9,0.06954934541792548,0.36363636363636365
25,29004,RENT,0.0,HOMEIMPROVEMENT,D,3200,17.49,0.11,Y,2,0.11032960970900565,0.0
30,36000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.99,0.22,N,6,0.2222222222222222,0.23333333333333334
26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0.4,N,3,0.4,0.07692307692307693
48,39915,RENT,15.0,VENTURE,A,20000,7.49,0.5,N,12,0.5010647626205688,0.3125
24,43200,MORTGAGE,0.0,EDUCATION,C,10000,14.26,0.23,N,4,0.23148148148148148,0.0
23,60000,RENT,1.0,VENTURE,B,8000,12.21,0.13,N,4,0.13333333333333333,0.043478260869565216
37,28800,RENT,0.0,EDUCATION,A,5500,6.03,0.19,N,15,0.1909722222222222,0.0
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,6.92,0.16,N,4,0.16,0.0
35,33000,RENT,0.0,HOMEIMPROVEMENT,E,4000,16.32,0.12,N,10,0.12121212121212122,0.0
25,55000,RENT,5.0,HOMEIMPROVEMENT,B,9000,11.11,0.16,N,2,0.16363636363636364,0.2
48,83000,RENT,2.0,VENTURE,B,12000,10.99,0.14,N,17,0.14457831325301204,0.041666666666666664
24,26400,RENT,4.0,MEDICAL,A,8875,6.62,0.34,N,4,0.33617424242424243,0.16666666666666666
21,36000,RENT,3.0,DEBTCONSOLIDATION,C,5000,12.99,0.14,N,4,0.1388888888888889,0.14285714285714285
21,25000,RENT,0.0,EDUCATION,A,8125,7.9,0.33,N,3,0.325,0.0
22,70550,RENT,0.0,MEDICAL,E,7000,15.88,0.08,N,3,0.09922041105598867,0.0
29,78000,MORTGAGE,2.0,PERSONAL,A,18000,6.62,0.23,N,5,0.23076923076923078,0.06896551724137931
44,75000,MORTGAGE,6.0,EDUCATION,A,6000,8.9,0.08,N,11,0.08,0.13636363636363635
33,135000,MORTGAGE,6.0,MEDICAL,B,22250,,0.16,N,9,0.1648148148148148,0.18181818181818182
21,27120,RENT,0.0,EDUCATION,A,8500,8.9,0.31,N,2,0.3134218289085546,0.0
22,40000,RENT,3.0,EDUCATION,B,12000,11.89,0.3,N,3,0.3,0.13636363636363635
28,225000,MORTGAGE,2.0,VENTURE,A,30000,8.49,0.13,N,6,0.13333333333333333,0.07142857142857142
27,180000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,16000,,0.09,N,8,0.08888888888888889,0.25925925925925924
26,33600,RENT,0.0,PERSONAL,C,2000,,0.06,Y,2,0.05952380952380952,0.0
36,54000,MORTGAGE,1.0,MEDICAL,E,10000,14.93,0.19,Y,11,0.18518518518518517,0.027777777777777776
31,20400,OWN,0.0,MEDICAL,C,11000,11.03,0.54,Y,10,0.5392156862745098,0.0
23,63500,RENT,0.0,EDUCATION,C,4000,,0.06,N,4,0.06299212598425197,0.0
32,12000,RENT,2.0,EDUCATION,A,6200,6.17,0.52,N,9,0.5166666666666667,0.0625
22,45000,RENT,0.0,EDUCATION,C,4000,12.98,0.09,Y,3,0.08888888888888889,0.0
23,18000,RENT,5.0,DEBTCONSOLIDATION,B,4000,10.99,0.22,N,3,0.2222222222222222,0.21739130434782608
31,86004,OWN,8.0,VENTURE,B,2000,10.74,0.02,N,6,0.023254732338030788,0.25806451612903225
27,38000,MORTGAGE,0.0,MEDICAL,C,14000,14.26,0.37,Y,9,0.3684210526315789,0.0
27,52000,RENT,2.0,PERSONAL,C,11000,11.34,0.21,N,9,0.21153846153846154,0.07407407407407407
28,34200,RENT,8.0,PERSONAL,A,7500,8.94,0.22,N,7,0.21929824561403508,0.2857142857142857
26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,0.14,N,3,0.1388888888888889,0.3076923076923077
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2500,12.69,0.04,N,7,0.041666666666666664,0.4
